neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,availability_365,number_of_reviews_ltm
Suanluang,13.73585,100.63139,900,1,4,2016-04-15,365,0
Yan na wa,13.67747,100.52811,1208,2,0,,358,0
Bang Khen,13.86556,100.61861,866,2,0,,365,0
Phra Khanong,13.6886,100.60747,2424,2,0,,362,0
Suanluang,13.72168,100.61818,1662,10,29,2019-02-04,365,0
Parthum Wan,13.74674,100.54233,4848,2,1,2015-01-02,362,0
Ratchathewi,13.75026,100.55641,1629,30,73,2022-12-05,199,5
Parthum Wan,13.74034,100.54555,17265,1,344,2022-12-27,351,59
Khlong Toei,13.73313,100.56259,4871,1,7,2019-08-08,364,0
Khlong Toei,13.73313,100.56259,4871,1,27,2022-07-11,364,1
Bang Rak,13.73276,100.52332,700,30,11,2017-07-07,233,0
Khlong Toei,13.73701,100.55193,990,30,63,2019-08-05,356,0
Vadhana,13.74393,100.56986,1800,1,0,,365,0
Bang Rak,13.73421,100.52163,1500,30,7,2022-02-01,210,1
Phra Nakhon,13.75972,100.49995,481,1,3,2022-11-20,358,1
Bang Rak,13.73251,100.52679,1200,30,374,2022-12-22,231,19
Vadhana,13.746896,100.558998,1725,1,188,2022-09-15,89,3
Bang Rak,13.73297,100.52147,700,30,15,2022-09-30,302,1
Bang Phlat,13.77608,100.48508,800,1,0,,365,0
Chatu Chak,13.83848,100.57947,650,30,4,2016-02-02,365,0
Phaya Thai,13.78044,100.54211,5614,1,0,,365,0
Bang Na,13.67907,100.61437,520,4,178,2022-12-19,64,3
Vadhana,13.73444,100.57176,1200,1,0,,180,0
Phra Nakhon,13.76011,100.49973,599,1,2,2019-12-06,358,0
Khlong San,13.72234,100.50351,1500,1,224,2020-01-19,358,0
Vadhana,13.7322,100.58305,1250,7,75,2022-12-15,324,15
Parthum Wan,13.74696,100.52725,1000,30,113,2022-10-22,270,3
Bang Sue,13.82212,100.53333,933,19,38,2022-08-06,257,2
Ratchathewi,13.76289,100.53823,1143,1,0,,365,0
Bang Rak,13.72597,100.53111,890,3,94,2020-03-18,227,0
Ratchathewi,13.75202,100.53685,970,1,12,2019-06-28,343,0
Ratchathewi,13.75183,100.53677,381,1,105,2022-12-17,322,8
Phaya Thai,13.78827,100.54804,2500,7,0,,365,0
Parthum Wan,13.73939,100.54344,3271,1,89,2022-12-15,348,21
Ratchathewi,13.75212,100.53687,450,1,10,2022-12-11,365,1
Ratchathewi,13.75193,100.53688,346,1,9,2022-08-15,362,1
Ratchathewi,13.75195,100.53686,416,1,50,2022-07-28,365,1
Suanluang,13.74117,100.60071,1212,7,19,2022-11-02,124,2
Sathon,13.72073,100.5469,1157,1,280,2022-11-13,351,12
Phaya Thai,13.78662,100.55299,1490,60,5,2020-01-25,179,0
Khlong San,13.72375,100.50404,1500,1,92,2019-01-12,361,0
Khlong San,13.72213,100.50201,1800,1,93,2019-08-09,361,0
Khlong San,13.72236,100.50368,1500,1,311,2022-07-30,357,2
Khlong San,13.7198,100.51101,3809,30,3,2015-10-31,57,0
Khlong San,13.72388,100.50361,1800,1,106,2022-12-11,355,1
Suanluang,13.73688,100.64723,2200,30,0,,364,0
Sai Mai,13.92239,100.64996,3117,1,0,,365,0
Khlong San,13.71166,100.50196,1136,20,91,2022-12-12,350,6
Din Daeng,13.77588,100.56033,700,1,0,,179,0
Phaya Thai,13.78689,100.5475,1188,30,0,,145,0
Phra Nakhon,13.76152,100.50037,700,1,30,2017-03-18,1,0
Parthum Wan,13.73924,100.54015,2995,2,153,2022-12-02,73,10
Bangkok Noi,13.75459,100.48451,890,2,4,2017-01-12,365,0
Sathon,13.72091,100.54255,3500,7,0,,365,0
Bangkok Noi,13.75534,100.48639,590,2,6,2017-02-28,362,0
Phra Khanong,13.70383,100.60275,2300,30,33,2022-12-05,348,1
Min Buri,13.79228,100.77675,1558,2,48,2022-12-18,350,6
Bang Phlat,13.78733,100.47119,650,1,1,2019-11-14,364,0
Phaya Thai,13.77487,100.54654,1401,1,204,2022-12-17,168,4
Parthum Wan,13.74371,100.54369,1943,1,7,2022-10-30,365,1
Vadhana,13.74339,100.56985,1943,2,2,2017-11-17,185,0
Din Daeng,13.77562,100.57346,1200,1,0,,365,0
Khlong Toei,13.70837,100.59748,650,28,40,2022-07-30,316,3
Chom Thong,13.67202,100.45667,700,60,2,2016-01-18,365,0
Phasi Charoen,13.71021,100.4498,1200,1,0,,330,0
Sathon,13.7207,100.54712,750,1,113,2022-11-02,328,8
Pra Wet,13.69472,100.64451,1039,1,190,2022-12-12,344,12
Vadhana,13.73665,100.56983,9999,2,19,2017-05-29,360,0
Bang Na,13.67212,100.60701,1300,60,13,2019-07-23,358,0
Thon buri,13.7209,100.49248,1212,28,36,2022-12-25,334,5
Phra Khanong,13.70234,100.60602,609,30,107,2022-11-06,244,12
Khlong Toei,13.73763,100.55255,1500,3,66,2022-12-02,254,6
Khlong Toei,13.7062,100.60011,949,30,63,2022-04-25,300,2
Phaya Thai,13.78163,100.54241,2701,60,92,2019-01-12,346,0
Bang Rak,13.73149,100.52494,2424,1,86,2018-05-15,259,0
Khlong San,13.721097,100.507729,830,2,6,2022-07-10,87,1
Sathon,13.71247,100.52265,6788,1,166,2022-12-11,313,14
Don Mueang,13.89077,100.58304,500,4,0,,365,0
Parthum Wan,13.74465,100.54311,1986,1,2,2016-09-15,362,0
Bang Kapi,13.74742,100.60496,658,15,12,2022-06-11,306,4
Sathon,13.71228,100.51328,827,2,295,2022-12-19,314,13
Phaya Thai,13.7747,100.54671,1490,1,192,2022-12-25,159,11
Bang Phlat,13.76669,100.48851,2078,1,0,,365,0
Phaya Thai,13.78667,100.54787,800,28,49,2022-11-16,271,7
Khlong Toei,13.70824,100.59931,806,1,106,2022-09-28,271,5
Parthum Wan,13.74459,100.54308,1700,1,3,2022-11-05,362,1
Bang Phlat,13.78376,100.49821,1200,1,0,,365,0
Bang Rak,13.72172,100.52309,1200,1,21,2019-12-30,359,0
Bang Rak,13.7245,100.53399,1643,29,1,2015-04-05,364,0
Bang Na,13.65931,100.63065,400,2,51,2022-09-08,81,16
Khlong Toei,13.70939,100.59791,1529,21,171,2022-11-22,131,6
Lat Krabang,13.7217,100.71567,1329,60,1,2015-01-28,358,0
Khlong San,13.72145,100.50824,850,2,9,2019-12-20,362,0
Khlong San,13.721129,100.507797,643,2,4,2016-09-27,87,0
Ratchathewi,13.74859,100.56293,1300,30,0,,363,0
Vadhana,13.74387,100.57068,2390,1,5,2015-05-05,179,0
Sathon,13.71498,100.51263,399,1,0,,365,0
Khlong Toei,13.71418,100.59224,990,30,27,2022-11-02,273,4
Parthum Wan,13.74374,100.544,1729,1,5,2022-12-12,362,2
Vadhana,13.70617,100.60217,1534,5,74,2022-12-18,297,14
Saphan Sung,13.74628,100.67538,430,5,30,2017-10-20,365,0
Khlong Toei,13.71659,100.58119,950,60,27,2022-11-26,301,4
Huai Khwang,13.79977,100.575,617,30,54,2019-12-19,289,0
Bangkok Noi,13.77368,100.48079,999,3,19,2020-05-16,295,0
Thon buri,13.71786,100.47775,1330,28,102,2020-03-21,310,0
Suanluang,13.71194,100.60596,850,1,0,,365,0
Samphanthawong,13.73325,100.51437,1000,1,107,2022-11-30,361,22
Samphanthawong,13.73325,100.51437,1000,1,28,2022-12-12,362,2
Samphanthawong,13.73325,100.51437,1446,1,27,2018-02-16,364,0
Chatu Chak,13.84186,100.58884,800,30,17,2018-12-09,325,0
Yan na wa,13.71408,100.54564,1438,2,11,2017-01-02,340,0
Sathon,13.72033,100.5299,3587,1,12,2022-12-18,347,2
Khlong Toei,13.70754,100.59274,1650,4,27,2018-12-23,173,0
Suanluang,13.73467,100.64802,3000,30,0,,364,0
Bangkok Noi,13.75536,100.48638,850,2,9,2017-08-18,365,0
Vadhana,13.7261,100.58833,6892,3,10,2019-01-03,325,0
Ratchathewi,13.75292,100.53857,5000,1,47,2019-04-29,365,0
Sathon,13.71246,100.53385,3151,28,3,2022-08-27,226,3
Chatu Chak,13.83903,100.5824,900,3,18,2022-11-14,308,4
Phra Khanong,13.6823,100.60532,3500,2,148,2022-12-12,356,2
Bangkok Noi,13.75508,100.48446,850,2,3,2017-09-25,362,0
Ratchathewi,13.75183,100.53207,450,1,14,2019-09-14,365,0
Ratchathewi,13.75191,100.53677,416,1,41,2022-12-06,365,1
Ratchathewi,13.75199,100.53672,346,1,23,2020-01-30,360,0
Khlong San,13.72246,100.50246,1500,1,132,2020-02-08,360,0
Khlong San,13.72244,100.50241,1500,1,277,2020-01-24,360,0
Khlong San,13.72228,100.50403,1500,1,184,2022-08-11,360,1
Phra Khanong,13.69124,100.61036,750,30,66,2018-04-15,271,0
Khlong San,13.72195,100.50304,900,28,76,2022-11-30,324,5
Ratchathewi,13.75395,100.52698,1500,15,32,2016-01-14,354,0
Khlong Toei,13.71286,100.59172,2329,1,477,2022-11-22,50,6
Phra Nakhon,13.74775,100.49867,1980,1,18,2019-08-15,361,0
Khlong Toei,13.71174,100.5938,2286,1,393,2022-12-26,2,2
Bang Rak,13.72276,100.5312,4000,2,16,2017-05-21,272,0
Dusit,13.78963,100.51768,1100,1,42,2018-12-25,78,0
Vadhana,13.72103,100.60415,600,30,3,2020-03-01,320,0
Chatu Chak,13.83396,100.56851,1400,14,0,,358,0
Huai Khwang,13.78795,100.57904,18000,1,0,,365,0
Khlong Toei,13.72056,100.57021,560,1,11,2017-12-17,1,0
Don Mueang,13.93346,100.60146,790,1,87,2020-01-25,365,0
Pra Wet,13.73353,100.68977,3500,1,2,2022-01-30,359,1
Thon buri,13.69899,100.4823,3340,1,0,,365,0
Vadhana,13.74549,100.56268,6000,1,0,,342,0
Pom Prap Sattru Phai,13.75686,100.50885,2200,1,13,2022-11-19,353,3
Vadhana,13.74024,100.5571,2000,1,0,,365,0
Chatu Chak,13.80508,100.56983,800,5,21,2020-03-13,325,0
Khlong San,13.72202,100.50578,3390,7,7,2015-03-14,365,0
Phra Nakhon,13.75506,100.50443,797,1,5,2016-02-14,344,0
Phra Nakhon,13.75533,100.50343,714,1,1,2016-05-04,360,0
Phra Nakhon,13.75575,100.50396,786,1,1,2015-05-09,359,0
Bueng Kum,13.77935,100.66366,1250,2,0,,90,0
Huai Khwang,13.76715,100.58535,2500,1,0,,365,0
Rat Burana,13.67747,100.51778,525,3,17,2022-11-18,333,3
Dusit,13.78731,100.51721,1400,1,8,2018-01-25,177,0
Chatu Chak,13.83152,100.55927,2200,1,0,,365,0
Bang Rak,13.72295,100.52646,1900,28,73,2022-10-03,298,1
Khlong San,13.71912,100.50906,2471,21,12,2018-07-10,344,0
Khlong Toei,13.716157411567432,100.58614381891556,590,30,0,,327,0
Phasi Charoen,13.71053,100.45001,1250,2,0,,365,0
Bang Sue,13.80109,100.52222,979,2,0,,365,0
Suanluang,13.72303,100.61767,1200,28,7,2019-02-01,337,0
Huai Khwang,13.74847,100.56567,1167,5,98,2022-11-28,254,13
Saphan Sung,13.7444,100.67421,3500,1,0,,363,0
Phasi Charoen,13.69865,100.4295,3117,1,0,,365,0
Bang Rak,13.73152,100.52116,1800,30,1,2015-08-29,330,0
Phasi Charoen,13.71376,100.42736,650,30,1,2022-01-20,171,1
Khlong Toei,13.7288,100.56911,4850,2,16,2020-03-05,363,0
Chatu Chak,13.81467,100.57826,6900,3,112,2022-12-17,139,2
Vadhana,13.72643,100.58235,1800,3,0,,365,0
Phra Khanong,13.69031,100.60822,1214,2,20,2022-11-21,290,5
Ratchathewi,13.75977,100.53252,1500,28,110,2022-12-10,310,1
Lak Si,13.89157,100.56258,850,1,6,2018-12-02,353,0
Bang Na,13.68077,100.61387,460,8,24,2022-11-25,83,2
Bang Na,13.68276,100.60894,2424,2,0,,365,0
Suanluang,13.72188,100.61563,1600,28,4,2018-07-10,311,0
Khlong Toei,13.70578,100.59575,866,1,1,2015-12-17,364,0
Vadhana,13.7341,100.56895,390,1,52,2022-07-23,365,1
Khlong San,13.72378,100.49873,690,1,0,,365,0
Bang Kho laen,13.69957,100.52431,674,2,21,2022-11-25,304,4
Sathon,13.72243,100.53273,2074,2,113,2022-10-25,14,9
Sathon,13.72127,100.54657,4329,3,8,2018-04-30,365,0
Phasi Charoen,13.71147,100.44996,1385,1,0,,365,0
Khlong Toei,13.71506,100.59139,1300,5,4,2017-02-17,308,0
Vadhana,13.73518,100.56692,565,1,33,2020-02-09,365,0
Vadhana,13.73351,100.56788,565,1,36,2018-10-02,365,0
Vadhana,13.73541,100.56858,390,1,7,2020-01-14,365,0
Phaya Thai,13.77468,100.541702,1300,28,80,2022-10-08,311,1
Suanluang,13.71291,100.60586,800,1,3,2022-10-23,364,1
Phra Khanong,13.70463,100.61432,525,3,0,,363,0
Bang Rak,13.73274,100.52381,2100,30,1,2015-04-15,357,0
Bang Rak,13.73445,100.52173,1800,30,4,2022-04-19,338,1
Bang Rak,13.73431,100.52181,1836,30,4,2019-02-06,308,0
Bang Rak,13.73371,100.52246,2686,30,0,,333,0
Vadhana,13.73906,100.55939,1888,30,232,2022-09-29,325,2
Bang Kapi,13.75138,100.61633,809,2,7,2022-12-16,344,1
Phra Khanong,13.70543,100.6147,929,2,2,2016-01-29,363,0
Phasi Charoen,13.73656,100.44898,1071,4,3,2015-11-06,364,0
Vadhana,13.71,100.60196,986,5,83,2022-12-14,277,21
Sathon,13.72062,100.54707,1200,1,276,2020-10-31,338,0
Pom Prap Sattru Phai,13.75804,100.5074,2200,4,7,2022-10-15,337,1
Pom Prap Sattru Phai,13.75797,100.50862,2200,1,6,2016-09-27,304,0
Yan na wa,13.71817,100.55058,4500,30,12,2022-11-14,329,1
Phra Khanong,13.68559,100.6158,3000,1,0,,365,0
Chatu Chak,13.83196,100.55935,1732,5,0,,365,0
Khlong Toei,13.71161,100.59466,820,7,13,2022-12-13,112,3
Bang Kho laen,13.69949,100.53026,8500,29,0,,365,0
Bang Rak,13.72817,100.53605,1777,1,18,2018-02-10,181,0
Bang Kho laen,13.69841,100.49436,1430,30,0,,365,0
Vadhana,13.73731,100.57137,1400,3,120,2022-05-11,75,5
Pra Wet,13.72353,100.6572,693,1,0,,365,0
Bang Rak,13.72484,100.53158,2500,5,11,2022-11-18,54,6
Bang Kapi,13.76034,100.65451,800,1,0,,365,0
Bang Kho laen,13.69394,100.49288,1200,1,0,,365,0
Phra Khanong,13.68384,100.60465,550,14,79,2022-10-02,280,11
Phasi Charoen,13.70887,100.44886,1500,1,0,,365,0
Khlong Toei,13.71793,100.57675,1004,2,40,2020-02-27,361,0
Bang Kho laen,13.69964,100.51653,1108,25,2,2021-12-06,149,0
Ratchathewi,13.75341,100.54326,1385,30,57,2018-01-27,363,0
Khlong Toei,13.7417,100.5515,1400,30,65,2022-12-19,80,4
Vadhana,13.72717,100.58109,3990,7,3,2020-02-11,177,0
Khlong Toei,13.72585,100.57189,2400,3,172,2022-12-07,316,10
Thon buri,13.71577,100.4816,935,28,13,2022-11-13,347,2
Bang Kapi,13.7455,100.64682,1212,1,0,,365,0
Phaya Thai,13.77596,100.54097,1500,7,7,2018-05-22,340,0
Phra Khanong,13.6857,100.6036,600,28,12,2015-10-06,353,0
Phra Nakhon,13.76404,100.5007,847,1,44,2022-12-02,362,1
Phra Khanong,13.69042,100.61012,850,3,120,2022-12-26,138,10
Phra Nakhon,13.76397,100.50081,1250,1,9,2022-12-07,364,1
Chatu Chak,13.8111,100.57616,2600,1,157,2022-06-17,1,1
Phra Nakhon,13.76394,100.50153,871,1,27,2022-12-04,361,1
Suanluang,13.74395,100.6264,5000,2,0,,364,0
Vadhana,13.72121,100.5835,12900,3,1,2015-02-17,87,0
Vadhana,13.72894,100.57943,2000,1,0,,365,0
Phaya Thai,13.78538,100.54295,1212,1,0,,364,0
Sathon,13.719002753682592,100.5307520172107,1943,2,3,2022-11-21,296,3
Chatu Chak,13.81111,100.56591,2597,4,102,2020-02-03,225,0
Vadhana,13.71421,100.59281,1200,20,27,2022-09-24,283,4
Khlong Toei,13.71419,100.59163,1311,2,14,2022-12-23,290,1
Bang Rak,13.72249,100.5285,957,30,246,2022-12-17,302,25
Vadhana,13.73936,100.58101,1500,1,0,,179,0
Bang Khen,13.88141,100.6062,1500,1,0,,365,0
Bangkok Noi,13.75487,100.48591,797,1,0,,365,0
Rat Burana,13.69105,100.48861,1050,3,1,2017-12-31,365,0
Khlong Toei,13.73528,100.55957,3347,1,0,,365,0
Phra Khanong,13.69734,100.60407,899,30,4,2022-11-22,173,1
Ratchathewi,13.7556,100.53343,2007,20,22,2019-02-23,358,0
Vadhana,13.73127,100.5824,1300,5,41,2022-11-01,134,6
Yan na wa,13.69526,100.54475,2424,3,0,,90,0
Phaya Thai,13.77706,100.54264,650,1,5,2017-03-15,340,0
Phaya Thai,13.77701,100.54097,650,1,1,2017-01-04,340,0
Phaya Thai,13.7753,100.54152,550,1,4,2017-11-17,340,0
Khlong San,13.72435,100.50359,1500,1,131,2019-08-25,359,0
Bang Na,13.68132,100.61391,520,7,94,2022-12-22,76,7
Bang Na,13.68064,100.61219,480,2,75,2022-10-14,79,4
Bang Rak,13.72439,100.53539,3500,1,0,,365,0
Vadhana,13.72467,100.57961,1662,3,113,2022-12-19,322,11
Parthum Wan,13.74793,100.52769,1750,1,44,2019-04-28,176,0
Chatu Chak,13.81143,100.55916,1500,30,7,2016-02-03,346,0
Khlong San,13.72183,100.50925,330,2,0,,362,0
Phra Nakhon,13.75466,100.50284,802,1,3,2016-01-26,354,0
Vadhana,13.73086,100.58744,1499,1,8,2016-02-15,365,0
Parthum Wan,13.73609,100.54967,1212,4,24,2022-12-02,306,12
Phaya Thai,13.77595,100.54304,1150,2,102,2022-12-05,147,25
Phasi Charoen,13.70915,100.44846,600,1,0,,365,0
Phasi Charoen,13.71094,100.44857,1400,1,0,,365,0
Bang Na,13.66994,100.62562,831,1,0,,362,0
Khlong San,13.72185,100.50266,3082,30,47,2020-01-08,256,0
Vadhana,13.74232,100.56269,2000,7,0,,363,0
Phra Khanong,13.69389,100.59561,900,1,0,,365,0
Phra Khanong,13.68192,100.60593,1745,1,0,,337,0
Phra Nakhon,13.75628,100.5026,736,1,2,2015-12-16,356,0
Vadhana,13.74008,100.55799,1500,30,1,2015-08-10,134,0
Phra Khanong,13.704064237988543,100.60085539938328,2281,2,23,2022-12-18,199,6
Bang Na,13.68249,100.609,1300,2,7,2017-02-19,27,0
Phra Khanong,13.70524,100.60289,999,1,18,2020-03-14,31,0
Bang Rak,13.72909,100.52268,1400,6,22,2022-12-01,350,1
Vadhana,13.74561,100.56849,10500,2,20,2019-08-24,354,0
Bang Rak,13.721275,100.516922,1600,30,48,2020-03-16,326,0
Din Daeng,13.78297,100.56713,3000,1,0,,363,0
Phra Khanong,13.68418,100.60371,793,2,1,2017-12-25,355,0
Chatu Chak,13.83002,100.56596,800,2,0,,363,0
Yan na wa,13.69706,100.54596,3000,1,0,,302,0
Dusit,13.7875,100.51785,1400,1,8,2019-02-13,165,0
Nong Khaem,13.70574,100.35337,4000,1,0,,365,0
Bang Khen,13.87437,100.60132,685,3,0,,123,0
Suanluang,13.72167,100.61672,1599,28,2,2022-11-05,365,1
Bang Kapi,13.76398,100.6492,1500,2,3,2017-05-17,363,0
Khlong Toei,13.71011,100.59802,5400,1,34,2018-07-17,365,0
Phra Khanong,13.6924,100.60474,1619,1,2,2016-01-08,353,0
Lat Krabang,13.71691,100.76588,560,1,38,2022-12-18,353,38
Sathon,13.72075,100.54692,1200,1,246,2022-12-14,350,11
Bang Rak,13.72591,100.53244,1400,30,6,2016-06-05,364,0
Phra Nakhon,13.76205,100.50093,1700,1,4,2018-09-18,361,0
Sathon,13.71414,100.515,866,2,202,2022-12-17,318,12
Lat Krabang,13.72218,100.72518,867,1,206,2022-12-02,324,14
Khlong Toei,13.73695,100.5547,1690,30,2,2017-04-30,330,0
Thon buri,13.71092,100.46957,1129,3,0,,365,0
Pom Prap Sattru Phai,13.75148,100.50642,2900,1,10,2019-07-09,330,0
Phra Nakhon,13.75187,100.50425,1800,1,9,2020-01-23,330,0
Pom Prap Sattru Phai,13.75305,100.50612,3200,1,8,2019-12-29,330,0
Suanluang,13.736,100.63123,10000,1,14,2019-08-31,365,0
Huai Khwang,13.80002,100.57658,1316,2,3,2018-01-20,363,0
Bang Na,13.67764,100.60932,990,3,2,2017-07-01,350,0
Khlong San,13.72141,100.50353,450,5,48,2021-09-14,88,0
Bang Na,13.68029,100.608,1385,30,2,2016-10-29,365,0
Huai Khwang,13.74384,100.58845,990,30,0,,365,0
Thon buri,13.71852,100.48453,976,2,29,2022-12-18,222,11
Sathon,13.72098,100.52866,3757,2,36,2022-10-20,109,5
Parthum Wan,13.75037,100.52068,1350,1,54,2020-02-12,363,0
Phaya Thai,13.78013,100.54559,1212,1,2,2018-10-28,365,0
Din Daeng,13.77604,100.56028,1200,1,0,,365,0
Vadhana,13.73909,100.57251,2459,2,121,2022-12-17,134,15
Dusit,13.75648,100.51681,2000,1,0,,365,0
Phasi Charoen,13.71613,100.42835,1143,1,2,2017-02-28,365,0
Khlong Toei,13.70509,100.59998,4000,1,0,,364,0
Sathon,13.72062,100.54707,1086,1,253,2022-12-15,341,2
Din Daeng,13.77772,100.55949,1200,1,0,,365,0
Sathon,13.72065,100.54712,686,1,99,2022-11-29,352,10
Lak Si,13.87081,100.57824,750,1,163,2022-08-28,364,4
Phra Nakhon,13.76378,100.50147,1143,2,132,2019-07-23,365,0
Huai Khwang,13.79033,100.58336,550,1,0,,365,0
Pra Wet,13.72376,100.70413,1500,3,0,,365,0
Phra Khanong,13.69975,100.5979,1094,1,2,2015-09-18,365,0
Thon buri,13.7128,100.47584,350,40,8,2019-10-31,96,0
Sathon,13.71957,100.54858,1500,28,28,2022-12-10,328,1
Phra Khanong,13.69825,100.60015,1050,1,10,2019-01-02,365,0
Phaya Thai,13.77889,100.54592,1212,1,18,2019-04-14,365,0
Phra Nakhon,13.76237,100.50289,801,1,13,2018-02-25,364,0
Bang Kapi,13.76164,100.64059,2000,30,5,2022-11-29,344,1
Phaya Thai,13.76609,100.54792,1200,3,0,,338,0
Sathon,13.72071,100.54712,1200,1,218,2022-12-14,345,2
Sathon,13.72067,100.54714,1343,1,325,2022-11-27,354,1
Vadhana,13.73487,100.58278,3000,30,1,2017-04-12,90,0
Vadhana,13.71968,100.58628,1200,1,3,2015-11-16,90,0
Khlong San,13.70741,100.49924,2078,15,0,,365,0
Huai Khwang,13.76774,100.58609,972,1,1,2017-12-03,84,0
Pra Wet,13.73249,100.69164,450,1,29,2022-11-29,360,3
Phaya Thai,13.77842,100.54575,1039,1,13,2022-12-18,364,1
Khlong Toei,13.73502,100.56252,4056,1,323,2022-12-18,142,42
Khlong Toei,13.71955,100.58532,1200,1,1,2015-07-21,90,0
Suanluang,13.73524,100.60464,1400,1,1,2015-12-07,90,0
Vadhana,13.74506,100.56394,2600,3,121,2022-10-14,174,4
Vadhana,13.74658,100.56379,2357,1,0,,365,0
Phra Khanong,13.70526,100.60318,2000,2,46,2020-01-27,271,0
Vadhana,13.73567,100.58485,2000,6,0,,364,0
Chatu Chak,13.83019,100.56631,1450,28,45,2020-10-24,196,0
Phaya Thai,13.77846,100.54148,2300,1,78,2019-09-01,360,0
Chatu Chak,13.80694,100.57261,1039,7,60,2022-12-17,357,3
Phra Nakhon,13.75306,100.50424,400,1,103,2020-02-08,330,0
Phaya Thai,13.77577,100.54258,1387,3,66,2022-09-03,90,4
Suanluang,13.73721,100.64146,866,30,96,2020-03-16,365,0
Phaya Thai,13.77846,100.54148,1500,1,103,2022-12-06,359,1
Phaya Thai,13.77846,100.54148,900,1,110,2020-03-10,350,0
Phaya Thai,13.77846,100.54148,800,1,98,2022-05-23,361,1
Phra Khanong,13.69762,100.60626,800,3,72,2022-12-18,321,2
Pom Prap Sattru Phai,13.75341,100.50651,550,1,43,2019-11-25,330,0
Phra Nakhon,13.76153,100.49747,556,1,6,2019-05-18,361,0
Pra Wet,13.68179,100.64062,1500,1,0,,89,0
Phra Nakhon,13.76355,100.50329,1004,2,175,2019-08-30,365,0
Pra Wet,13.71839,100.70119,3500,30,0,,365,0
Wang Thong Lang,13.78229,100.60584,2000,1,0,,365,0
Sathon,13.71797,100.53023,2800,2,34,2022-11-27,140,6
Thon buri,13.71276,100.47939,855,26,56,2022-12-10,321,3
Suanluang,13.73672,100.64091,609,3,4,2022-10-05,196,3
Phra Khanong,13.69972,100.59983,1080,1,3,2015-08-02,365,0
Phra Khanong,13.70051,100.59952,1080,1,3,2017-01-13,365,0
Bang Na,13.65902,100.61911,1200,1,1,2017-04-17,365,0
Bang Na,13.65883,100.61739,1500,1,0,,365,0
Khlong Toei,13.71498,100.59061,850,5,9,2020-03-31,101,0
Vadhana,13.71745,100.59082,3000,10,0,,365,0
Phra Nakhon,13.77108,100.50085,1000,1,3,2019-10-30,342,0
Dusit,13.77317,100.50195,600,1,6,2017-07-23,364,0
Sathon,13.72001,100.54619,900,1,5,2019-01-02,359,0
Vadhana,13.74287,100.55515,1369,1,223,2022-12-07,283,40
Suanluang,13.74507,100.60348,1200,2,1,2015-09-22,365,0
Bang Phlat,13.78011,100.49148,3000,3,2,2019-01-01,88,0
Vadhana,13.73833,100.58427,999,30,0,,358,0
Bang Sue,13.80606,100.52781,790,28,127,2022-11-06,280,5
Yan na wa,13.70489,100.53752,2424,2,0,,365,0
Ratchathewi,13.75367,100.533,8000,30,37,2016-05-02,365,0
Suanluang,13.71024,100.63619,1981,1,0,,365,0
Bang Kapi,13.74883,100.60666,810,2,21,2022-12-06,354,8
Huai Khwang,13.75108,100.58971,615,28,85,2022-11-22,346,3
Parthum Wan,13.73857,100.55056,2340,3,100,2022-04-16,346,1
Phra Khanong,13.69869,100.60554,585,30,98,2022-11-22,132,8
Vadhana,13.74011,100.57229,10340,2,66,2022-11-06,324,14
Vadhana,13.72932,100.57731,1211,1,196,2022-12-08,148,21
Bang Na,13.67989,100.60933,2000,59,0,,363,0
Bang Kapi,13.75207,100.60949,650,30,0,,363,0
Ratchathewi,13.75499,100.54328,1400,21,28,2022-10-29,325,3
Khlong Toei,13.71143,100.5939,2329,1,486,2022-12-06,47,6
Khlong Toei,13.72774,100.5703,1197,28,43,2022-08-25,325,4
Bang Sue,13.80128,100.5202,905,2,0,,365,0
Phra Nakhon,13.76364,100.50086,1329,1,6,2022-12-16,360,2
Bang Na,13.67929,100.61273,480,14,53,2022-05-09,78,1
Yan na wa,13.67191,100.54251,7203,60,0,,365,0
Rat Burana,13.67618,100.52033,700,7,83,2022-12-03,339,6
Vadhana,13.73852,100.57346,2300,1,147,2022-12-23,67,22
Khlong San,13.72112,100.50232,3069,1,0,,365,0
Khlong Toei,13.73486,100.55336,1886,2,44,2022-11-20,330,6
Phasi Charoen,13.71126,100.44942,670,30,2,2021-06-30,283,0
Khlong San,13.71972,100.49641,1986,1,137,2022-12-11,163,2
Phaya Thai,13.77474,100.54434,2166,1,169,2022-12-24,153,30
Khlong Toei,13.72123,100.57955,1450,4,9,2017-01-30,118,0
Chatu Chak,13.80474,100.57729,850,1,30,2020-01-13,177,0
Chatu Chak,13.82001,100.54865,1420,1,5,2017-12-16,363,0
Phra Khanong,13.69803,100.59604,1080,1,1,2018-01-01,365,0
Phra Nakhon,13.77155,100.50158,2236,1,5,2018-01-08,335,0
Chatu Chak,13.82794,100.58323,1600,1,56,2020-01-28,365,0
Bang Rak,13.7214,100.51476,990,1,3,2017-06-26,330,0
Ratchathewi,13.75086,100.5555,3490,7,81,2020-03-05,180,0
Sathon,13.71674,100.53322,1550,1,8,2022-12-11,358,2
Bang Rak,13.71914,100.51479,1380,1,0,,319,0
Chatu Chak,13.80575,100.57163,720,30,14,2022-12-16,297,2
Dusit,13.77281,100.50125,1530,1,13,2019-03-09,330,0
